CustomerID,Recency,Frequency,Monetary,UniqueProducts,TotalQuantity,AvgOrderValue,Cluster
12346.0,326,0.6931471805599453,11.253955234248428,0.6931471805599453,11.214735039333107,11.253955234248428,1
12347.0,2,2.0794415416798357,8.368925174747135,4.6443908991413725,7.807510042216193,3.2060466287815386,1
12348.0,75,1.6094379124341003,7.494563687769957,3.1354942159291497,7.758760544157663,4.0771218299394825,1
12349.0,19,0.6931471805599453,7.472244884833674,4.30406509320417,6.448889394146858,3.2219123059801262,2
12350.0,310,0.6931471805599453,5.815323849389109,2.8903717578961645,5.288267030694535,3.0287118316967807,0
12352.0,36,2.1972245773362196,7.826858053356098,4.0943445622221,6.285998094508865,3.417163362007433,1
12353.0,204,0.6931471805599453,4.499809670330265,1.6094379124341003,3.044522437723423,3.1463051320333655,0
12354.0,232,0.6931471805599453,6.985086621918461,4.07753744390572,6.274762021241939,2.97605722432628,0
12355.0,214,0.6931471805599453,6.132095676847728,2.6390573296152584,5.484796933490655,3.5928767268616704,0
12356.0,23,1.3862943611198906,7.941804157314053,3.9889840465642745,7.3727463664043285,3.8846796794091576,1
12357.0,33,0.6931471805599453,8.733701981297274,4.882801922586371,7.904334842085095,3.8792269230435794,1
12358.0,2,1.0986122886681098,7.063955286074528,2.6390573296152584,5.517452896464707,4.13479596176473,2
12359.0,58,1.6094379124341003,8.759916600117213,5.3706380281276624,7.392031567514591,3.2845095122213026,1
12360.0,52,1.3862943611198906,7.887231116540211,4.663439094112067,7.061334366910438,3.074364326614664,1
12361.0,287,0.6931471805599453,5.251749730731702,2.3978952727983707,4.5217885770490405,2.995232148512309,0
12362.0,3,2.3978952727983707,8.56163678004062,5.308267697401205,7.709756864454165,3.0275933363261256,1
12363.0,110,1.0986122886681098,6.315358001522335,3.1780538303479458,6.013715156042802,3.2188758248682006,2
12364.0,8,1.6094379124341003,7.180907299649593,4.2626798770413155,7.317876198626496,2.8002181945034623,2
12365.0,291,1.0986122886681098,6.465180028897591,3.1354942159291497,5.1647859739235145,3.4063055249763377,0
12367.0,4,0.6931471805599453,5.135210028677887,2.4849066497880004,5.159055299214529,2.794505868158117,2
12370.0,51,1.6094379124341003,8.173770053153254,4.969813299576001,7.763871287820222,3.1015181478358063,1
12371.0,45,1.0986122886681098,7.543781692052325,4.1588830833596715,6.3835066348840055,3.432942111714894,2
